Employee Id,Absent,Undertime (in sec.), Overtime (in sec.)
675284,false,0,0
678322,false,0,0
680481,true,,
680642,true,,
680756,true,,
682223,true,,
682906,false,0,0
683480,false,21783,0
684378,true,,
684428,false,0,0
686268,true,,
687139,true,,
687561,true,,
687603,false,0,0
688808,false,0,0
690454,false,58,0
692421,false,24,0
692683,true,,
692840,false,0,6450
694717,true,,
695497,false,0,7911
696379,false,0,0
696636,false,13,0
698087,true,,
698685,true,,
699379,true,,
699879,false,3217,8480
701209,false,0,0
703744,false,32,0
707028,false,0,0
707920,false,0,7261
708593,false,3121,0
711477,false,4046,5605
711561,false,0,0
713562,false,0,0
713605,false,0,0
715995,false,52,4025
717610,false,17,0
719694,false,368,6285
720873,true,,
722730,true,,
724555,false,59,4941
724955,true,,
725335,false,40,0
726785,true,,
727648,false,0,0
728749,true,,
728778,false,0,0
729733,true,,
731257,false,0,0
731376,false,32,2805
735963,false,25,0
736547,false,2529,0
739913,false,38,0
739930,true,,
740162,false,70,0
740163,false,53,0
741073,true,,
743261,false,46,0
744862,false,0,4143
745249,false,67,0
745579,false,6448,8017
747362,true,,
748180,false,0,0
748493,true,,
748529,false,0,0
750418,false,0,0
751437,true,,
752699,true,,
754208,false,46,0
757161,false,0,0
757566,false,0,0
757748,false,0,0
758387,true,,
759072,false,0,0
759929,false,0,0
760195,false,54,0
761294,false,39,0
761663,true,,
762596,false,0,0
762621,true,,
763091,true,,
763592,false,0,0
763613,true,,
763659,false,3521,0
763667,true,,
764847,false,1304,8383
766048,false,0,0
766342,false,3558,0
766463,false,0,0
768100,false,0,4082
769963,false,16,0
770761,false,57,0
770825,true,,
771035,false,0,0
771288,true,,
771734,true,,
773071,false,54,0
775696,false,1157,0
777822,true,,
783614,false,18,0
783714,false,17,0
784276,false,0,0
784957,false,1709,0
786780,false,0,375
786933,true,,
788318,false,8,6021
790111,false,35,0
793512,true,,
793575,true,,
794795,false,0,0
795355,false,42,3793
796611,false,3,0
797316,true,,
797777,true,,
799501,true,,
800600,false,0,0
804707,true,,
805385,false,916,0
806991,false,2911,0
807674,false,57,0
807920,false,0,3919
808399,false,2109,8027
810909,false,41,0
811186,false,0,4345
811441,false,0,0
812326,true,,
812850,false,0,0
814418,false,20682,0
815163,true,,
815850,true,,
816624,false,3102,0
817274,true,,
819089,false,0,1667
820351,false,1222,2590
824265,true,,
824468,false,0,0
826021,true,,
826324,false,0,0
828186,false,0,0
829753,true,,
830880,true,,
832320,false,0,9048
833873,false,1548,0
835515,true,,
836393,false,0,0
839517,false,7497,0
839582,false,0,0
839588,false,4421,0
840060,false,2136,0
842349,false,0,315
842445,true,,
843101,true,,
843599,false,0,0
844022,false,0,0
845662,true,,
846084,false,32,4199
846638,false,0,0
846881,false,23,6062
847223,false,0,0
847245,false,51,0
850275,true,,
852016,true,,
852781,false,3115,8981
853418,true,,
854399,false,0,0
856851,true,,
858136,true,,
863852,false,6,0
864674,false,3570,917
866291,true,,
866963,false,0,4736
868328,true,,
869130,true,,
869570,false,0,0
871400,false,1130,0
871937,true,,
872037,false,0,0
873983,true,,
874679,false,0,0
875038,false,13373,0
875260,false,0,0
875641,false,25,0
876773,true,,
877451,false,0,5240
878209,false,0,0
879381,false,44,0
880217,false,0,0
881456,true,,
882406,true,,
883226,true,,
887274,true,,
887733,true,,
888033,true,,
889105,true,,
889561,false,23,2419
889868,false,4772,0
890213,false,2800,0
894677,false,22,0
895893,false,20,0
897064,false,0,0
897436,false,17,0
899372,true,,
900713,false,32,0
900981,false,0,0
902809,false,526,0
905234,false,0,0
906607,false,1,0
906856,true,,
906863,false,0,0
908577,true,,
910860,false,21,0
911871,false,2509,0
912191,false,0,0
914972,false,0,0
917601,true,,
918405,false,0,0
919677,true,,
920004,true,,
920148,false,0,7776
920175,false,0,0
921132,false,0,0
921315,false,0,0
921483,false,29,0
922837,false,0,0
925946,true,,
928326,false,1285,0
928354,false,1671,0
928922,false,0,0
929281,false,0,0
931056,false,0,0
932163,true,,
935977,false,49,0
938006,true,,
941024,true,,
942237,false,2380,0
942372,false,0,0
942434,false,0,2768
942634,false,9,0
942897,true,,
943551,false,0,8748
943601,false,31,0
944028,true,,
944828,false,3,0
945075,true,,
945401,false,0,5739
945792,false,0,7056
947779,false,927,566
947973,true,,
947999,true,,
948471,true,,
948502,false,0,1997
950328,false,0,0
953861,false,23,0
954056,false,24407,0
954961,true,,
955473,true,,
956878,false,44,0
957273,true,,
957315,true,,
958622,false,45,0
960674,true,,
961062,false,0,0
961358,true,,
962691,false,19,0
963231,true,,
963307,false,0,0
963965,false,0,0
964115,false,0,0
964145,false,15,0
964182,false,0,0
964648,true,,
967083,false,0,0
967236,false,1492,0
967482,false,0,0
967909,false,0,0
968544,true,,
969763,false,1657,9841
970081,false,16957,0
970490,false,0,1445
974369,false,0,0
977786,true,,
978167,false,0,6748
979335,false,0,4799
979569,false,2947,0
982402,false,40,0
983091,false,2867,0
986706,false,0,0
988043,false,1870,0
988721,false,45,0
988801,false,0,9356
988886,false,0,0
989441,false,0,0
989761,true,,
993078,false,0,0
993580,false,0,0
993618,true,,
995177,true,,
996291,false,0,0
996356,true,,
997961,false,982,0
