Employee Id,Absent,Undertime (in sec.), Overtime (in sec.)
164392,true,,
165402,false,21,0
165739,true,,
165881,true,,
166050,false,10,0
166841,false,0,0
166875,true,,
167565,false,17,0
167796,false,0,9599
167823,true,,
169794,false,112,0
170291,false,0,0
171590,false,0,0
171714,false,0,0
172135,false,0,0
173322,true,,
173858,true,,
174140,false,0,3434
174200,false,2383,602
175167,true,,
175500,false,7,0
180381,true,,
180629,false,0,0
184601,true,,
184829,false,0,0
186949,true,,
187274,false,44,4987
187400,false,30,0
191494,true,,
192934,true,,
193727,false,0,0
197495,false,0,9339
197642,false,27,0
197782,false,0,2625
199361,true,,
200513,true,,
201548,true,,
202419,false,0,0
204073,false,0,0
204149,false,3270,0
206595,false,3402,5950
207972,true,,
208459,false,0,8885
208647,false,0,0
209053,false,9,0
209958,false,0,0
210757,false,0,0
211706,false,0,0
211728,false,0,812
211880,false,0,0
213286,false,0,0
214331,false,3089,0
214720,false,2383,0
216630,true,,
217218,true,,
217643,false,0,0
217769,false,0,0
222391,true,,
224799,false,0,0
226655,false,0,0
228601,false,0,0
228862,false,0,0
229419,true,,
231091,false,0,0
231971,false,26272,0
232433,true,,
233455,false,84,0
234567,true,,
234620,true,,
234754,true,,
235561,false,847,656
236152,false,0,0
236644,false,0,0
236669,true,,
236824,false,0,0
236841,true,,
237257,false,0,0
238899,true,,
239098,false,0,7397
239690,true,,
241035,false,52,0
241111,false,52,0
242247,false,0,0
243759,false,0,7343
244144,true,,
244410,false,18,0
248232,false,86,0
248865,false,0,0
248999,true,,
249499,false,0,0
250055,true,,
250061,false,54,0
250660,false,2298,0
251416,true,,
252425,false,42,0
252683,false,0,0
255068,false,82,0
256077,true,,
256832,false,0,0
256967,false,0,0
257446,true,,
257935,false,0,0
262668,false,904,0
263530,true,,
263636,false,2033,0
263705,false,5016,0
264103,false,0,10644
266096,false,3482,0
266160,true,,
267045,false,1747,0
270374,false,50,0
270684,false,0,0
271510,true,,
273292,false,0,0
273526,false,0,0
275116,true,,
275486,false,17,0
276339,false,0,0
276694,false,0,0
276866,false,42,664
276915,false,20,0
277476,false,0,0
277758,true,,
280045,false,1593,0
281056,false,0,6197
281572,false,0,0
281815,false,0,0
283066,false,44,0
284277,true,,
285274,false,10,5818
288103,true,,
290931,false,23,0
291382,false,30,0
291538,false,0,0
293564,false,0,0
295465,false,1019,0
295989,false,2066,0
296059,false,35,2981
296156,false,0,0
297109,false,0,0
297454,true,,
301543,false,23,6341
303173,false,0,5282
303402,true,,
303737,false,0,0
303864,false,0,0
306647,true,,
306702,false,0,0
307445,false,51,0
309005,false,3363,0
309604,false,393,2378
310346,true,,
310481,false,3179,0
312930,true,,
313368,false,2105,0
314495,false,0,0
316413,false,0,3081
316759,true,,
316942,false,0,0
318460,false,0,0
319043,false,2778,0
321560,false,0,0
321908,true,,
322256,false,0,0
323909,true,,
324856,true,,
329344,false,0,0
329655,true,,
330654,false,0,2686
331411,false,0,0
331873,false,21093,0
331966,false,0,704
333740,false,2588,1377
333833,true,,
334428,false,0,0
337595,true,,
337932,false,58,3810
338198,false,0,0
338509,false,0,0
340097,true,,
341993,true,,
343510,false,0,0
344360,false,0,0
345515,false,45,0
345688,false,0,9699
347530,false,373,0
347801,false,8,0
347910,false,1427,0
348519,false,84,0
349888,false,0,0
350620,false,0,3515
351095,false,0,0
351642,false,1874,0
351850,true,,
353110,true,,
353648,false,0,0
354026,false,0,0
355591,false,2223,0
356036,false,0,0
356089,false,0,0
356222,false,2027,0
356238,false,0,0
356318,false,14825,0
357387,false,0,0
357534,true,,
359404,false,0,0
360056,false,0,0
360706,true,,
361210,false,0,0
361659,true,,
362460,false,59,0
362842,false,12,0
362955,false,0,0
363590,true,,
364191,true,,
366361,false,0,6383
367305,false,0,0
367520,true,,
370835,false,2190,0
372760,false,25624,0
373097,false,1839,9094
375255,false,35,0
377776,true,,
378597,false,75,0
379392,false,317,0
379557,false,0,4861
379873,true,,
381339,false,2457,0
381702,false,0,9326
381884,false,0,0
382102,false,0,0
382648,true,,
382727,false,63,0
385030,false,554,0
386112,false,0,4212
386949,false,24,0
387569,false,2658,0
388914,true,,
389894,false,0,0
390101,true,,
390623,true,,
392663,true,,
394373,false,897,4894
395496,true,,
396487,false,0,0
399175,false,0,0
399654,true,,
401592,true,,
401854,false,335,0
403606,false,459,0
403607,false,24,0
403966,false,58,0
406256,false,27,0
407278,true,,
407717,false,39,0
408424,false,0,0
409175,false,0,0
409271,false,3217,0
410239,false,0,0
410313,false,372,0
411636,false,7,0
412766,false,3223,0
413979,false,0,0
414143,false,0,0
414730,false,0,0
415736,false,0,2912
415814,false,0,0
418530,false,0,0
422797,false,19,0
423521,false,3335,0
424817,true,,
425516,false,5753,0
426480,false,0,0
427030,false,58,3090
428535,false,1255,0
429445,false,2433,0
432421,true,,
432469,false,0,0
433165,false,0,0
433173,true,,
433869,true,,
433981,false,43,0
437410,true,,
438002,false,0,10443
438021,false,0,1615
438230,true,,
438721,true,,
439655,false,2581,0
442529,true,,
442915,false,0,0
443190,false,0,0
443354,false,0,1902
445754,false,0,9590
447152,false,1109,0
447633,false,1122,0
447900,false,0,0
448162,true,,
448401,false,3049,0
450650,true,,
450821,true,,
451324,true,,
451852,false,0,0
452059,false,0,0
452181,false,0,0
452990,true,,
453298,false,0,0
453442,false,22711,0
453524,false,0,0
453798,true,,
457218,false,1055,0
459528,true,,
461764,true,,
463306,false,0,0
464432,false,1043,0
464445,false,0,0
464762,false,0,0
464770,true,,
467554,false,30,0
467976,false,4,0
476115,false,2477,0
476121,true,,
476485,false,14981,0
477282,false,5,0
478596,false,1582,0
478639,false,0,1628
479376,true,,
479606,false,3371,7915
482367,false,0,0
483385,false,34,0
486688,true,,
486861,false,0,0
488309,false,1767,0
493049,false,0,0
494815,true,,
494825,false,24843,5393
495271,false,0,0
495642,true,,
498443,false,33,0
501318,true,,
502097,false,21,10090
503022,false,0,0
504246,true,,
505161,false,0,0
506536,false,2282,122
507006,false,0,0
509038,true,,
509590,false,0,0
509973,false,0,6830
510073,false,18143,0
511996,false,58,0
512001,false,0,0
513145,false,55,0
513787,false,0,4154
514240,false,36,0
514833,true,,
515282,true,,
516721,false,41,0
516732,false,4,0
517474,true,,
518329,false,0,0
519887,true,,
520021,true,,
520545,true,,
521896,false,0,0
522626,true,,
522812,false,0,2804
522909,true,,
523274,false,0,0
523501,false,0,0
524237,true,,
524262,false,0,8890
524265,false,19,0
524568,true,,
525228,true,,
525624,true,,
526304,true,,
527149,false,3225,0
528907,false,0,0
530571,false,0,0
534005,false,1299,0
534239,true,,
535464,true,,
535469,false,0,0
535775,true,,
535784,false,46,0
536314,false,0,5904
536427,true,,
537134,false,9,0
539403,false,0,0
540365,false,0,0
542642,true,,
542967,false,0,0
545286,true,,
545732,false,0,0
547483,true,,
548246,false,0,0
548858,false,0,0
548916,false,24,0
549260,false,0,0
549950,false,23,0
551540,false,0,0
553761,true,,
554577,false,1236,0
555282,false,973,0
555992,false,11,0
556289,false,187,0
556440,false,6,0
557525,false,911,709
558256,false,2876,0
560274,true,,
562671,false,1761,0
563586,true,,
564850,false,0,0
567194,true,,
569171,false,0,5951
570345,false,3708,0
570716,false,0,0
571240,false,379,0
573342,true,,
573817,false,0,0
576747,true,,
579522,true,,
581745,false,43,0
581773,false,90,0
582064,true,,
582817,false,0,0
583422,false,0,0
585103,false,1974,0
585949,false,0,0
586676,false,1370,0
586795,false,0,7204
589246,true,,
590235,true,,
591253,false,5,0
591337,true,,
591557,false,41,0
591856,false,0,0
592549,false,0,7463
592964,false,890,0
594325,false,15645,0
594450,false,0,9605
597010,false,0,4469
598391,false,0,0
598529,false,42,0
599651,false,1470,0
600144,false,2041,1799
600478,true,,
600544,false,0,0
600928,false,0,0
602423,false,160,0
602626,false,50,0
602711,true,,
602824,true,,
604582,false,0,0
607578,false,0,0
608430,false,0,0
609680,true,,
610151,false,0,0
610195,true,,
612369,false,43,0
613992,false,0,4147
614973,false,0,1386
615802,false,0,0
616283,false,0,0
617145,true,,
618587,false,0,6710
619582,false,2995,0
621938,false,0,0
623775,false,8096,0
623893,false,0,0
624315,false,0,0
624968,false,0,0
625139,false,0,0
625309,false,0,0
625737,false,51,0
627019,false,59,53
628085,false,900,0
630542,true,,
631090,false,0,0
631711,true,,
631899,true,,
632469,false,0,0
633746,false,0,0
634014,true,,
635978,false,1778,0
637666,true,,
637864,false,0,0
637909,false,10547,0
637933,false,0,0
638076,true,,
638413,false,1465,3589
638501,false,75,0
638743,true,,
638854,true,,
639259,false,3376,0
641303,false,32,0
641809,false,0,0
642761,true,,
643153,false,2467,0
643775,true,,
644104,false,35,5842
644451,false,0,10647
646477,true,,
646532,false,0,0
648216,false,60,0
648563,false,46,0
649340,false,48,0
652143,false,0,0
652720,false,0,0
652902,false,3322,0
654042,false,0,0
655376,false,0,0
656700,true,,
656846,false,0,0
660339,false,0,0
661386,false,14,0
662191,true,,
663078,false,32,0
663087,true,,
668589,true,,
670676,false,1920,0
671009,true,,
671308,true,,
671527,false,2290,0
671573,false,17,0
672181,false,0,0
673135,true,,
674661,true,,
674737,true,,
674854,false,0,0
675349,true,,
675860,false,0,0
677742,true,,
682412,false,0,0
683309,false,0,0
685945,false,0,2708
687129,false,24,0
687827,true,,
688578,false,531,0
689024,false,0,0
689327,false,33,0
689568,true,,
691629,false,0,0
692107,true,,
692304,false,0,6829
692395,false,0,0
693387,false,0,2560
694746,false,44,130
696324,true,,
696398,false,0,8522
696634,false,0,10752
701569,false,0,2635
702041,false,0,0
702703,false,0,0
704896,false,0,0
705097,false,23,0
707559,false,0,0
708729,false,6825,0
711481,false,0,0
712879,false,2558,0
712968,true,,
714473,false,0,0
716602,false,25,3146
717088,false,0,0
718341,false,1405,0
718818,false,0,0
718867,false,0,9622
719167,false,0,4338
720134,false,0,0
720636,false,0,0
721325,true,,
721696,false,3506,0
723378,true,,
724366,true,,
725851,false,0,0
726109,false,3302,0
726657,false,0,0
726978,false,47,0
728511,false,0,0
728969,true,,
732086,false,0,0
732277,false,0,0
732741,false,0,0
733143,false,12806,0
735081,false,8,0
735215,false,35,0
735646,false,0,0
736609,false,2104,1907
736901,false,0,0
737980,false,0,0
740567,false,0,0
741354,true,,
743024,false,11666,0
743282,true,,
744259,false,1578,5786
745261,false,22941,1789
746246,false,51,0
747298,false,0,0
747900,false,6,0
749464,true,,
750988,false,0,0
751380,false,0,0
754060,false,57,0
757828,false,0,2089
760498,true,,
761375,false,2682,0
761514,false,0,9884
764060,false,0,1232
765185,false,0,0
765876,false,0,0
767102,false,0,0
769249,false,20435,0
771371,false,0,0
773565,false,0,0
775392,true,,
775528,false,36,0
776529,false,45,0
776751,false,0,0
776869,false,0,0
777800,true,,
778055,false,0,7450
778954,true,,
779613,true,,
779765,false,54,0
781825,true,,
782511,false,2325,0
783473,false,0,0
784096,false,0,0
784379,false,0,0
785298,false,0,0
786419,false,0,0
787036,true,,
788594,true,,
788965,false,3131,0
790202,false,26720,0
790393,false,0,7786
790617,false,0,0
793413,false,7,0
793419,false,0,6961
793731,false,1292,7587
793843,false,1968,0
797563,true,,
798715,true,,
799618,true,,
799956,true,,
800589,false,0,0
801586,false,32,0
802465,false,85,0
805223,true,,
807037,true,,
808500,false,0,9065
809134,false,4,2629
809354,false,35,0
809789,false,1493,2190
811370,false,2112,0
811720,false,2,0
812371,false,0,6669
812854,true,,
813468,true,,
814126,true,,
814310,false,0,6671
816520,false,0,0
817128,false,0,0
818365,false,0,0
819164,false,0,3914
819449,false,87,0
820551,false,0,0
820794,true,,
823208,false,12,0
826374,false,18,0
828047,false,0,8829
828101,false,0,0
828492,true,,
829124,false,0,5030
829657,false,0,0
830194,true,,
830336,false,0,5230
832109,false,0,0
832137,false,34,0
834633,true,,
836760,false,0,0
838821,false,523,0
840135,false,51,0
840304,false,1334,0
840495,true,,
843648,false,0,9776
843781,false,49,0
844928,false,0,0
846901,false,0,0
850152,false,0,0
850779,false,0,0
854062,false,0,0
854784,false,0,0
855432,false,0,0
855812,false,0,0
856723,false,0,0
857387,false,0,0
857553,false,0,0
858251,false,3218,0
859709,true,,
860330,false,0,0
863589,false,0,0
864308,true,,
864680,false,0,0
865434,true,,
865808,false,10,0
867814,false,0,0
869397,false,0,0
871272,true,,
872921,false,0,2022
872952,true,,
874430,false,0,0
876314,false,0,0
877540,false,0,0
878209,true,,
879632,false,0,0
883758,true,,
884473,true,,
884946,false,59,8047
885321,false,0,0
886898,true,,
887829,false,0,3175
888119,false,0,0
890457,false,52,0
891067,false,0,0
891225,false,0,0
891508,true,,
893274,true,,
894909,false,0,0
895244,false,0,0
895903,false,0,952
896135,false,0,0
897168,true,,
900034,true,,
901502,true,,
901890,false,0,8121
902714,true,,
902977,false,0,0
903403,false,7,0
905682,false,0,0
905700,false,22,0
906845,false,0,6117
907044,true,,
908236,true,,
908509,false,23,0
912639,true,,
913631,false,0,0
915107,true,,
915935,false,425,0
917397,true,,
917820,false,0,3798
918578,false,2487,0
919053,false,0,1190
919056,false,41,0
919240,false,0,0
920038,false,29,0
921882,true,,
921980,false,22,0
922998,false,1254,0
923211,false,0,0
925464,false,0,0
926006,false,2125,0
926354,false,0,4963
928985,false,0,0
929403,true,,
929663,false,2903,0
932435,false,0,0
933470,false,994,0
933663,true,,
934666,false,0,0
934888,true,,
936487,false,0,0
936651,false,21,0
938123,false,3191,0
938177,false,3548,0
938404,false,0,0
941330,false,0,0
943925,false,0,0
944200,false,22,0
944659,false,0,0
945115,false,0,2306
945471,false,0,8868
946474,true,,
947279,false,0,0
950258,false,15,0
950273,false,0,5835
950298,true,,
953955,false,1781,0
956046,true,,
957493,false,0,0
957510,true,,
958191,false,0,8360
958336,true,,
958998,true,,
959816,false,0,3125
960950,false,0,8988
961567,true,,
963935,false,998,0
964076,true,,
968652,true,,
969354,true,,
969674,false,2957,0
970964,false,0,0
972163,true,,
974095,false,17,0
974157,false,15,0
975825,false,0,0
977049,false,1719,0
977958,false,0,0
978195,false,0,10527
978347,false,0,0
978700,false,2912,5307
979599,false,0,0
981073,false,0,0
982053,false,0,0
982084,false,14562,4774
982753,true,,
982844,false,1360,0
983297,false,3181,6476
983964,true,,
985170,true,,
987889,false,0,6749
989273,false,0,7897
992539,true,,
992793,false,23261,0
993817,false,0,7221
994401,true,,
994628,false,0,0
997416,true,,
